FIRST,LAST,START,minAt,G(minAt),maxAt,G(maxAt),n_0,C_min(n_0),n_1,C_max(n_1),n_geom,<COUNT>,C_avg
71610,72764,(11#)31,71633,676,71610,2792,71633,2.358847,71610,9.74488844,72185,1157.615584,4.013948819
72765,73919,(11#)63/2,73016,710,73185,2762,73016,2.438849,73185,9.46959502,73340,1173.852814,4.017544937
73920,75074,(11#)32,74716,734,73920,2766,74716,2.474061,73920,9.40564697,74495,1187.267532,4.011600163
75075,76229,(13#)5/2,75968,742,75075,3034,75968,2.467098,75075,10.18649755,75650,1201.740260,4.009472773
76230,77384,(11#)33,77144,726,76230,2852,77144,2.383605,76230,9.45590124,76805,1217.321212,4.011180526
77385,78539,(11#)67/2,77458,766,77805,2996,78427,2.494035,77805,9.76782602,77960,1232.417316,4.011396832
78540,79694,(11#)34,79312,750,78540,3108,79312,2.406904,78540,10.05479007,79115,1247.243290,4.010841134
79695,80849,(11#)69/2,79784,768,79695,3074,79784,2.452666,79695,9.82619573,80270,1261.738528,4.009339080
80850,82004,(11#)35,81749,786,80850,3020,81749,2.460417,80850,9.53983296,81425,1281.250216,4.023757152
82005,83159,(11#)71/2,82252,790,82005,3072,82252,2.460452,82005,9.59156841,82580,1295.944589,4.022987689
83160,84314,(11#)36,84046,804,83160,3062,84046,2.459958,83160,9.45076983,83735,1309.541126,4.018974884
84315,85469,(11#)73/2,84562,812,84630,3114,84562,2.471941,84630,9.47355972,84890,1321.643290,4.010615309
85470,86624,(11#)37,86248,810,85470,3194,86248,2.426071,85470,9.63819940,86045,1336.974892,4.012185248
86625,87779,(11#)75/2,87316,834,86625,3228,87316,2.472748,86625,9.63376574,87200,1353.322944,4.016879694
87780,88934,(11#)38,88498,830,87780,3374,88498,2.433762,87780,9.96005196,88355,1368.223377,4.017289845
88935,90089,(11#)77/2,89459,820,88935,3246,89459,2.383150,88935,9.47959386,89510,1381.606926,4.013389886
90090,91244,(13#)3,90526,866,90090,3594,90526,2.492321,90090,10.38468869,90665,1398.460606,4.019601669
91245,92399,(11#)79/2,92357,860,91770,3338,92357,2.434532,91245,9.52712833,91820,1416.038095,4.027852563
92400,93554,(11#)40,92656,876,92820,3514,92656,2.473194,92820,9.90654167,92975,1430.651082,4.027671889
93555,94709,(11#)81/2,94228,880,94185,3500,94228,2.450231,94185,9.74901323,94130,1447.312554,4.033261399
94710,95864,(11#)41,95467,888,94710,3582,95467,2.446013,94710,9.93163966,95285,1461.146320,4.031046843
95865,97019,(11#)83/2,96361,904,95865,3482,96361,2.470995,95865,9.55834658,96440,1473.047619,4.023644144
97020,98174,(11#)42,97684,928,97020,3504,97684,2.508166,97020,9.52398656,97595,1487.082251,4.022243773
98175,99329,(11#)85/2,98764,916,98175,3708,98764,2.453349,98175,9.98053734,98750,1500.614719,4.019602562
99330,100484,(11#)43,99581,928,99330,3676,99581,2.468655,99330,9.79916613,99905,1516.812121,4.024129168
100485,101639,(11#)87/2,101467,948,100485,3766,101467,2.483060,100485,9.94373926,101060,1532.692641,4.027806620
101640,102794,(11#)44,102352,958,101745,3662,102352,2.491281,101745,9.57006945,102215,1550.363636,4.036171875
102795,103949,(11#)89/2,103214,956,103740,3802,103214,2.468903,103740,9.77761627,103370,1562.867532,4.031097057
103950,105104,(11#)45,104056,962,103950,3660,104056,2.467765,103950,9.39670907,104525,1575.535931,4.026614224
105105,106259,(13#)7/2,105883,970,105105,4076,105883,2.452749,105105,10.36966147,105680,1589.812987,4.026355782
106260,107414,(11#)46,106298,984,106260,3956,106298,2.480088,106260,9.97370965,106835,1603.570563,4.024832173
107415,108569,(11#)93/2,107684,1002,107415,3942,107684,2.498534,107415,9.85001628,107990,1617.331602,4.023420931
108570,109724,(11#)47,108874,1012,108570,3874,109717,2.499467,108570,9.59472534,109145,1631.982684,4.024285255
109725,110879,(11#)95/2,110281,988,109725,4064,110281,2.415536,109725,9.97762500,110300,1643.918615,4.018551637
110880,112034,(11#)48,111058,1014,111930,3846,111058,2.464714,110880,9.31702272,111456,1657.961905,4.018080391
112035,113189,(11#)97/2,112106,1030,112035,3998,112681,2.478536,112035,9.64774711,112611,1668.334199,4.008850191
113190,114344,(11#)49,113389,1030,113190,3930,113389,2.460935,113190,9.40336623,113766,1681.972294,4.007608757
114345,115499,(11#)99/2,114847,1058,114345,3998,115426,2.500222,114345,9.48605693,114921,1696.668398,4.008933702
115500,116654,(11#)50,116371,1052,116025,4202,116371,2.460027,116025,9.85034823,116076,1709.795671,4.006626866
116655,117809,(11#)101/2,116728,1030,116655,4126,116728,2.402456,116655,9.62888952,117231,1721.672727,4.001487231
117810,118964,(11#)51,118894,1064,117810,4384,118894,2.444233,117810,10.14771318,118386,1736.999134,4.004457247
118965,120119,(11#)103/2,119458,1076,118965,4148,119458,2.462122,118965,9.52419767,119541,1751.047619,4.004474367
120120,121274,(13#)4,121234,1090,120120,4480,121234,2.463828,120120,10.20435862,120696,1768.453680,4.012185647
121275,122429,(11#)105/2,121612,1110,121485,4110,121612,2.502568,121485,9.27437145,121851,1781.828571,4.010717278
122430,123584,(11#)53,123059,1122,122430,4318,123059,2.504951,122430,9.68124523,123006,1796.909091,4.013154077
123585,124739,(11#)107/2,124447,1138,123585,4282,124447,2.517146,123585,9.52613513,124161,1813.762771,4.019512049
124740,125894,(11#)54,125479,1134,125580,4406,125479,2.491172,125580,9.67256963,125316,1830.065801,4.024608535
125895,127049,(11#)109/2,126397,1166,126945,4408,126397,2.546025,126945,9.59062020,126471,1844.045022,4.024587843
127050,128204,(11#)55,127189,1118,127050,4332,127189,2.428594,127050,9.41872620,127626,1854.391342,4.016761214
128205,129359,(11#)111/2,129263,1162,128205,4486,129263,2.490514,128205,9.68065367,128781,1872.451948,4.025667709
129360,130514,(11#)56,130307,1176,129675,4560,130307,2.503745,129675,9.74766229,129936,1887.051082,4.027098444
130515,131669,(11#)113/2,131641,1190,130515,4438,131641,2.512217,130515,9.43615331,131091,1898.940260,4.022805683
131670,132824,(11#)57,131888,1176,131670,4726,131888,2.478781,131670,9.97518861,132246,1913.177489,4.023545334
132825,133979,(11#)115/2,133174,1184,132825,4738,133174,2.475614,132825,9.92832599,133401,1927.399134,4.024300102
133980,135134,(11#)58,134087,1204,133980,4748,134087,2.503206,133980,9.87792028,134556,1939.954978,4.021612239
135135,136289,(13#)9/2,135802,1216,135135,4880,135802,2.501586,135135,10.08048184,135711,1951.799134,4.017535287
136290,137444,(11#)59,136649,1218,136290,4688,136649,2.492808,136290,9.61557389,136866,1964.819048,4.015957685
137445,138599,(11#)119/2,137587,1236,137445,4912,137587,2.515309,137445,10.00469707,138021,1981.058009,4.020977670
138600,139754,(11#)60,139511,1226,139230,4924,139511,2.466330,139230,9.92209541,139176,1999.007792,4.029397699
139755,140909,(11#)121/2,140009,1244,139755,4778,140009,2.495139,139755,9.59789612,140331,2016.110823,4.036050206
140910,142064,(11#)61,141676,1258,140910,4856,141676,2.498497,140910,9.68800166,141486,2027.516883,4.031333687
142065,143219,(11#)123/2,142258,1266,142065,4858,142258,2.505830,142065,9.62650566,142641,2039.461472,4.027763806
143220,144374,(11#)62,143896,1280,143220,4970,143896,2.509536,143220,9.78228987,143796,2050.853680,4.023192583
144375,145529,(11#)125/2,145144,1280,144690,4840,145144,2.491578,144690,9.44585847,144951,2061.610390,4.017469143
145530,146684,(11#)63,146176,1294,145530,4922,146176,2.504029,145530,9.55975400,146106,2075.870130,4.018640402
146685,147839,(11#)127/2,147401,1312,146685,4886,147401,2.521313,146685,9.42769976,147261,2092.425974,4.024242966
147840,148994,(11#)64,148696,1328,148785,4964,148696,2.533538,148785,9.46559343,148416,2106.126407,4.024347730
148995,150149,(11#)129/2,149269,1320,148995,5122,149846,2.509766,148995,9.75541957,149571,2119.123810,4.023151910
150150,151304,(13#)5,150292,1326,150150,5498,150292,2.507348,150150,10.40441005,150726,2134.432900,4.026362606
151305,152459,(11#)131/2,151909,1344,151305,5070,151909,2.518866,151305,9.53353224,151881,2145.710823,4.021994141
152460,153614,(11#)66,152506,1342,153510,5130,152914,2.505061,152460,9.54805482,153036,2162.910823,4.028740142
153615,154769,(11#)133/2,154702,1358,153615,5376,154702,2.506776,153615,9.98222796,154191,2179.707359,4.034700597
154770,155924,(11#)67,155816,1364,155610,5352,155816,2.502854,155610,9.83140567,155346,2188.981818,4.026773927
155925,157079,(11#)135/2,156007,1362,156975,5338,156007,2.496651,156975,9.73469089,156501,2200.140260,4.022407378
157080,158234,(11#)68,157901,1370,157080,5592,157901,2.486203,157080,10.19215775,157656,2213.262338,4.021694211
158235,159389,(11#)137/2,158419,1400,158235,5356,158419,2.533724,158235,9.70269355,158811,2223.790476,4.016325700
159390,160544,(11#)69,159407,1412,159390,5502,159407,2.542242,159390,9.90691796,159966,2238.341126,4.018279827
160545,161699,(11#)139/2,161659,1400,160545,5306,161659,2.491347,160545,9.49676279,161121,2252.590476,4.019692413
161700,162854,(11#)70,162353,1414,162435,5610,162353,2.507294,162435,9.94342578,162276,2264.945455,4.017758246
162855,164009,(11#)141/2,163297,1428,162855,5444,163297,2.519915,162855,9.62845767,163431,2279.279654,4.019353558
164010,165164,(11#)71,164954,1416,164010,5496,164954,2.477786,164010,9.66328517,164586,2290.891775,4.016191174
165165,166319,(13#)11/2,165701,1446,165165,5912,165701,2.520785,165165,10.33415353,165741,2307.974026,4.022622778
166320,167474,(11#)72,166351,1454,166320,5378,166351,2.526473,166320,9.34621665,166896,2321.250216,4.022411248
167475,168629,(11#)145/2,167809,1444,167475,5590,167809,2.490909,167475,9.65881412,168051,2336.140260,4.024999426
168630,169784,(11#)73,168814,1462,169260,5576,168814,2.509419,169260,9.54977310,169206,2347.790476,4.022034655
169785,170939,(11#)147/2,170539,1466,169785,5610,170539,2.495056,169785,9.58327895,170361,2362.864069,4.024957212
170940,172094,(11#)74,171694,1476,170940,5720,171694,2.497959,170940,9.71603852,171516,2375.380087,4.023540735
172095,173249,(11#)149/2,172384,1486,172095,5658,172849,2.504239,172095,9.55695229,172671,2387.899567,4.022165765
173250,174404,(11#)75,174214,1470,173250,5606,174214,2.457750,173250,9.41637714,173826,2400.484848,4.020944725
174405,175559,(11#)151/2,174814,1508,174405,5708,174814,2.514062,174405,9.53476167,174981,2412.372294,4.018592497
175560,176714,(11#)76,176551,1510,175560,6014,176551,2.496728,175560,9.99068066,176136,2423.908225,4.015699244
176715,177869,(11#)153/2,177841,1536,176715,6066,177841,2.524335,176715,10.02213411,177291,2441.255411,4.022440444
177870,179024,(11#)77,178898,1530,177870,5742,178898,2.502055,177870,9.43533784,178446,2457.944589,4.028049452
179025,180179,(11#)155/2,179083,1548,179025,6102,179083,2.529322,179025,9.97293179,179601,2471.201732,4.028028276
180180,181334,(13#)6,180379,1540,180180,6376,180379,2.501151,180180,10.36490489,180756,2483.497835,4.026468866
181335,182489,(11#)157/2,181919,1572,181545,6040,181919,2.535068,181545,9.75708658,181911,2497.187879,4.027195643
182490,183644,(11#)79,182519,1564,182910,5880,182519,2.515243,182910,9.43935091,183066,2508.420779,4.023990057
183645,184799,(11#)159/2,184696,1574,183645,6020,184696,2.506373,183645,9.63184388,184221,2524.348052,4.028324584
184800,185954,(11#)80,185578,1584,185640,6222,185578,2.512282,185640,9.86556750,185376,2534.564502,4.023576627
185955,187109,(11#)161/2,186709,1606,185955,6252,187024,2.533868,185955,9.89916236,186531,2543.577489,4.016995618
187110,188264,(11#)81,187471,1604,187110,5986,187471,2.522543,187110,9.42904853,187686,2560.386147,4.022740543
188265,189419,(11#)163/2,189094,1608,188370,6176,189094,2.510677,188370,9.67394877,188841,2574.507359,4.024256557
189420,190574,(11#)82,189817,1620,189420,6240,189817,2.521375,189420,9.72891497,189996,2587.494372,4.023997173
190575,191729,(11#)165/2,191626,1634,190575,6078,191626,2.523077,190575,9.42838069,191151,2596.526407,4.017655764
191730,192884,(11#)83,191768,1626,192465,6146,191768,2.509171,191730,9.47654296,192306,2606.138528,4.012279822
192885,194039,(11#)167/2,193639,1634,193830,6210,193639,2.501153,193830,9.49772870,193461,2621.106494,4.015177478
194040,195194,(11#)84,194767,1654,194040,6186,194767,2.519507,194040,9.45246451,194616,2635.059740,4.016523556
195195,196349,(13#)13/2,195751,1660,195195,6716,195751,2.518018,195195,10.21160232,195771,2646.578355,4.014185001
196350,197504,(11#)85,196654,1664,196350,6638,197402,2.512439,196350,10.04330323,196926,2659.975758,4.014716931
197505,198659,(11#)171/2,198046,1680,197505,6626,198046,2.523633,197505,9.97616591,198081,2672.277056,4.013608666
198660,199814,(11#)86,199021,1668,198660,6358,199021,2.495353,198660,9.52606363,199236,2681.892641,4.008515719
199815,200969,(11#)173/2,200899,1696,199815,6354,200899,2.517394,199815,9.47408631,200391,2694.713420,4.008257515
200970,202124,(11#)87,201904,1702,200970,6584,201904,2.515768,200970,9.76977837,201546,2709.283117,4.010611180
202125,203279,(11#)175/2,203128,1714,202125,6416,203128,2.520731,202125,9.47501994,202701,2724.121212,4.013349426
203280,204434,(11#)88,203417,1708,203490,6424,203417,2.508934,203490,9.43353629,203856,2737.733333,4.014284246
204435,205589,(11#)177/2,204928,1688,204435,6588,204928,2.464243,204435,9.63699648,205011,2749.537662,4.012587773
205590,206744,(11#)89,205924,1740,205590,6534,205924,2.529874,205590,9.51302139,206166,2763.212121,4.013633363
206745,207899,(11#)179/2,206984,1736,207480,6804,206984,2.513240,207480,9.83057402,207321,2776.680519,4.014391171
207900,209054,(11#)90,208129,1744,208845,6932,208129,2.513207,208845,9.96075978,208476,2788.758442,4.013153026
209055,210209,(11#)181/2,209362,1758,209055,6530,209362,2.520880,209055,9.37522884,209631,2803.021645,4.015079752
210210,211364,(13#)7,210557,1756,210210,7076,210557,2.506060,210210,10.11235236,210786,2817.042424,4.016648927
211365,212519,(11#)183/2,211459,1754,211575,6810,211459,2.494267,211575,9.67968337,211941,2830.957576,4.018066645
212520,213674,(11#)92,212644,1800,212520,6998,212644,2.547725,212520,9.90982728,213096,2848.013853,4.023932653
213675,214829,(11#)185/2,213784,1804,213675,6926,213784,2.541986,213675,9.76352093,214251,2860.379221,4.023163859
214830,215984,(11#)93,215854,1834,214830,6908,215854,2.563496,214830,9.69425677,215406,2877.137662,4.028561204
215985,217139,(11#)187/2,216917,1814,215985,7244,216917,2.525146,215985,10.12029640,216561,2887.764502,4.025375426
217140,218294,(11#)94,217697,1788,217140,6952,217697,2.481485,217140,9.66904020,217716,2902.709957,4.028236363
218295,219449,(11#)189/2,218696,1844,218295,6922,219311,2.546183,218295,9.58469141,218871,2916.541991,4.029538355
219450,220604,(11#)95,220453,1844,219450,7234,220453,2.532386,219450,9.97249946,220026,2928.599134,4.028400113
220605,221759,(11#)191/2,221332,1846,220605,7054,221332,2.526687,220605,9.68174909,221181,2944.590476,4.032678367
221760,222914,(11#)96,222634,1864,221760,6926,222634,2.538822,221760,9.46454153,222336,2954.637229,4.028821392
222915,224069,(11#)193/2,223469,1876,223860,7000,223469,2.547178,222915,9.51873528,223491,2968.289177,4.029912178
224070,225224,(11#)97,224524,1888,224070,7118,225002,2.551522,224070,9.64285201,224646,2981.137662,4.029917500
225225,226379,(13#)15/2,225304,1890,225225,7700,225892,2.548480,225225,10.38651143,225801,2996.626840,4.033492164
226380,227534,(11#)98,226456,1900,226380,7086,227251,2.549104,226380,9.51737426,226956,3006.048485,4.028910726
227535,228689,(11#)197/2,228097,1892,227535,7136,228097,2.525164,227535,9.54379325,228111,3019.047619,4.029162426
228690,229844,(11#)99,229234,1896,229425,7022,229234,2.519971,229425,9.32645837,229266,3032.448485,4.029956910
229845,230999,(11#)199/2,230848,1906,229845,7174,230848,2.518411,229845,9.51374867,230421,3045.858009,4.030767545
231000,232154,(11#)100,231643,1916,232050,7628,231643,2.524351,232050,10.03515508,231576,3058.865801,4.031054496
232155,233309,(11#)201/2,232189,1926,232155,7356,232189,2.532524,232155,9.67369366,232731,3071.049351,4.030268709
233310,234464,(11#)101,233978,1940,233415,7630,233978,2.534564,233415,9.98860545,233886,3085.348918,4.032269158
234465,235619,(11#)203/2,235028,1926,234465,7594,235028,2.506846,234465,9.90414494,235041,3099.338528,4.033860453
235620,236774,(11#)102,235684,1956,235620,7704,236092,2.538865,235620,10.00626051,236196,3111.712554,4.033353225
236775,237929,(11#)205/2,237271,1990,236775,7496,237883,2.566648,236775,9.69631117,237351,3126.838095,4.036423411
237930,239084,(11#)103,238892,1978,237930,7464,238892,2.539570,237930,9.61556689,238506,3137.182684,4.033324370
239085,240239,(11#)207/2,239857,1952,239085,7678,239857,2.497741,239085,9.85121425,239661,3150.678788,4.034302409
240240,241394,(13#)8,241393,1976,240240,8118,241393,2.514952,240240,10.37370351,240816,3157.773160,4.027115615
241395,242549,(11#)209/2,242119,1996,241395,7948,242119,2.534017,241395,10.11574034,241971,3171.113420,4.027935542
242550,243704,(11#)105,243043,2004,242550,7500,243043,2.536059,242550,9.50737707,243126,3182.678788,4.026508093
243705,244859,(11#)211/2,243736,1998,244335,7490,243736,2.522425,244335,9.43652624,244281,3197.236364,4.028880072
244860,246014,(11#)106,245587,2028,244860,7612,245587,2.544113,244860,9.57294212,245436,3210.931602,4.030159626
246015,247169,(11#)213/2,246199,2046,246015,7666,246518,2.561050,246015,9.60290960,246591,3218.609524,4.023918805
247170,248324,(11#)107,247243,2032,247170,7572,247868,2.534405,247170,9.44792372,247746,3228.012121,4.019881542
248325,249479,(11#)215/2,248867,2054,248325,7736,248867,2.548208,248325,9.61491232,248901,3239.624242,4.018629088
249480,250634,(11#)108,249512,2042,249480,7694,249512,2.527815,249480,9.52551372,250056,3253.733333,4.020481733
250635,251789,(11#)217/2,251081,2058,250635,7956,251081,2.534266,250635,9.81181901,251211,3267.821645,4.022307002
251790,252944,(11#)109,252071,2056,252525,7906,252071,2.523456,252525,9.68888102,252366,3278.644156,4.020125731
252945,254099,(11#)219/2,253741,2060,252945,7794,253741,2.514393,252945,9.53831198,253521,3292.190476,4.021292909
254100,255254,(11#)110,255214,2082,254100,7748,255214,2.528919,254100,9.44579392,254676,3303.729870,4.020022924
255255,270269,(17#)/2,255469,2082,255255,9048,259801,2.503359,255255,10.98879350,262655,3393.036164,4.021829226
270270,285284,(13#)9,270514,2182,274890,8882,272794,2.510783,270270,10.22605496,277676,3549.920746,4.015871405
285285,300299,(13#)19/2,285424,2266,285285,9808,285424,2.505523,285285,10.84921557,292696,3718.325408,4.024227324
300300,315314,(13#)10,303904,2396,314160,9852,303904,2.513081,300300,10.24062300,307715,3870.318348,4.016165437
315315,330329,(13#)21/2,316804,2492,329175,10284,324223,2.512902,315315,10.31668283,322735,4034.392541,4.021813925
330330,345344,(13#)11,331714,2602,330330,10630,340261,2.521429,330330,10.39343794,337754,4197.125142,4.026793339
345345,360359,(13#)23/2,345524,2702,345345,11492,354971,2.521369,345345,10.82307543,352772,4357.211189,4.029882034
360360,375374,(13#)12,366794,2792,373065,12020,366794,2.499164,373065,10.60647618,367790,4506.254013,4.023749560
375375,390389,(13#)25/2,376396,2916,375375,11682,386068,2.523716,375375,10.25464963,382808,4657.899833,4.021013304
390390,405404,(13#)13,390748,3004,390390,12048,401509,2.524416,390390,10.23137733,397826,4817.569630,4.025903093
405405,420419,(13#)27/2,409663,3112,412335,12560,414448,2.520611,405405,10.26072189,412844,4973.462271,4.028103978
420420,435434,(13#)14,420536,3172,420420,12996,431146,2.523703,420420,10.36643500,427861,5115.573760,4.019927599
435435,450449,(13#)29/2,438142,3308,435435,13958,448444,2.521152,435435,10.80823080,442878,5267.244755,4.020103598
450450,465464,(13#)15,451978,3356,451605,13900,463549,2.513127,451605,10.43630000,457895,5417.516617,4.019759391
465465,480479,(13#)31/2,467009,3482,465465,14458,467009,2.541140,465465,10.58097936,472912,5572.659207,4.023431912
480480,495494,(13#)16,483946,3588,480480,14546,488339,2.536748,480480,10.36292763,487929,5724.244555,4.024908676
495495,510509,(13#)33/2,498436,3660,504735,15234,498436,2.527659,504735,10.40948314,502946,5864.385082,4.018886472
510510,525524,(17#),511036,3756,510510,16294,515611,2.539315,510510,11.02689928,517963,6018.718082,4.023058425
525525,540539,(13#)35/2,526681,3888,533715,15984,535858,2.540830,533715,10.41692508,532979,6169.718149,4.025257564
540540,555554,(13#)18,548461,3976,540540,15928,548461,2.531963,540540,10.26910471,547996,6315.791009,4.024552943
555555,570569,(13#)37/2,562318,4092,569415,16864,569077,2.543991,555555,10.60253259,563012,6462.310490,4.024539918
570570,585584,(13#)19,571262,4146,570570,17786,571262,2.550486,570570,10.95264258,578028,6610.427572,4.025788098
585585,600599,(13#)39/2,586457,4268,596505,17360,588338,2.563074,596505,10.29423475,593044,6763.180153,4.030077984
600600,615614,(13#)20,603182,4352,608685,17966,612022,2.551653,608685,10.47216331,608061,6906.123610,4.028766343
615615,630629,(13#)41/2,616169,4444,615615,18382,621472,2.552996,615615,10.61204631,623077,7052.227772,4.029578655
630630,645644,(13#)21,633967,4514,636405,18594,633967,2.541689,636405,10.43557144,638093,7186.113087,4.023798991
645645,660659,(13#)43/2,646424,4642,645645,19158,656629,2.539026,645645,10.62110639,653109,7323.828571,4.020592872
660660,675674,(13#)22,660809,4726,672945,19226,674719,2.554681,660660,10.35016732,668125,7462.671995,4.018334428
675675,690689,(13#)45/2,676406,4776,680295,19540,686398,2.527108,680295,10.36163204,683141,7612.499367,4.022226222
690690,705704,(13#)23,691151,4896,690690,20546,703568,2.559020,690690,10.75535033,698157,7750.433433,4.020028643
705705,720719,(13#)47/2,705779,4978,705705,20286,713309,2.554701,705705,10.42659488,713172,7883.930736,4.015840522
720720,735734,(13#)24,722368,5108,726495,20558,733528,2.558252,726495,10.30832542,728188,8030.870729,4.018741810
735735,750749,(13#)49/2,736019,5192,746130,21772,748691,2.568782,746130,10.67180211,743204,8181.593340,4.023585152
750750,765764,(13#)25,758411,5286,750750,21024,758411,2.555201,750750,10.25109722,758220,8321.525275,4.023248405
765765,780779,(17#)3/2,770558,5310,765765,22942,770558,2.532269,765765,10.99909949,773236,8464.412388,4.024490412
780780,795794,(13#)26,787162,5470,780780,21988,787162,2.561586,780780,10.36864084,788251,8609.768498,4.027030406
795795,810809,(13#)53/2,799031,5538,795795,22720,804191,2.552045,795795,10.54122315,803267,8750.847020,4.027692701
810810,825824,(13#)27,819212,5662,823515,22710,819212,2.562766,810810,10.30416841,818283,8889.074925,4.027196054
825825,840839,(13#)55/2,831373,5738,825825,23016,831373,2.564720,825825,10.34642760,833298,9023.287246,4.025062212
840840,855854,(13#)28,843307,5832,844305,23562,850253,2.564273,844305,10.39372356,848314,9165.928605,4.026854683
855855,870869,(13#)57/2,856516,5896,855855,25114,860422,2.564422,855855,10.95061370,863329,9301.712954,4.025773183
870870,885884,(13#)29,872428,6006,870870,24716,883648,2.566164,870870,10.61823408,878345,9433.978155,4.023343895
885885,900899,(13#)59/2,887533,6086,885885,24754,891427,2.564719,885885,10.48047317,893360,9569.358242,4.022434985
900900,915914,(13#)30,909037,6154,903210,25328,909037,2.548728,903210,10.54756236,908376,9706.035298,4.022216434
915915,930929,(13#)61/2,915961,6190,915915,25550,915961,2.547074,915915,10.51381724,923391,9849.916484,4.025072320
930930,945944,(13#)31,931894,6350,930930,26304,944161,2.565326,930930,10.67473805,938407,9989.130869,4.026097107
945945,960959,(13#)63/2,946417,6416,945945,25600,957844,2.549019,945945,10.24796411,953422,10116.566234,4.022507080
960960,975974,(13#)32,963349,6532,960960,26046,968299,2.573348,960960,10.28708484,968438,10258.423843,4.024791503
975975,990989,(13#)65/2,979592,6628,975975,26492,990586,2.569172,975975,10.32547689,983453,10395.293906,4.025199742
990990,1006004,(13#)33,993451,6692,990990,26788,1004449,2.563918,990990,10.30541948,998469,10532.089644,4.025666558
1006005,1021019,(13#)67/2,1012663,6792,1009470,27816,1016921,2.561834,1009470,10.53313172,1013484,10672.828238,4.027719492
1021020,1036034,(17#)2,1024141,6906,1021020,29390,1034134,2.571303,1021020,11.02138234,1028500,10800.071395,4.024783177
1036035,1051049,(13#)69/2,1039972,6956,1036035,29060,1050706,2.556321,1036035,10.76237958,1043515,10931.679121,4.023622894
1051050,1066064,(13#)35,1053142,7010,1051050,28124,1053142,2.560025,1051050,10.28826788,1058530,11058.475791,4.020837715
1066065,1081079,(13#)71/2,1067611,7106,1066065,28854,1067611,2.564956,1066065,10.42796200,1073546,11193.622910,4.021203287
1081080,1096094,(13#)36,1081357,7246,1081080,28908,1093418,2.575284,1081080,10.32313799,1088561,11332.122811,4.022840242
1096095,1111109,(13#)73/2,1101119,7316,1096095,29534,1101119,2.571810,1096095,10.42288365,1103576,11464.291841,4.022306998
1111110,1126124,(13#)37,1116337,7388,1119195,30596,1116337,2.566773,1111110,10.63423235,1118592,11601.962038,4.023773461
1126125,1141139,(13#)75/2,1128184,7502,1138830,30646,1138519,2.571708,1138830,10.46679745,1133607,11737.444955,4.024537527
1141140,1156154,(13#)38,1142678,7584,1141140,32144,1154584,2.576126,1141140,10.95938321,1148622,11865.105828,4.022717490
1156155,1171169,(13#)77/2,1158461,7678,1156155,30610,1166306,2.582036,1156155,10.32016056,1163638,11995.225441,4.021827352
1171170,1186184,(13#)39,1171721,7732,1171170,31016,1171721,2.577143,1171170,10.34206115,1178653,12120.390676,4.019397505
1186185,1201199,(13#)79/2,1190542,7834,1186185,31656,1190542,2.575724,1186185,10.44087078,1193668,12254.947453,4.020168808
1201200,1216214,(13#)40,1201553,7828,1201200,31682,1201553,2.553525,1201200,10.33738857,1208684,12388.311422,4.020609601
1216215,1231229,(13#)81/2,1217017,8002,1217370,32152,1227416,2.574592,1217370,10.37118202,1223699,12521.607060,4.021088374
1231230,1246244,(13#)41,1231478,8070,1231230,32898,1239109,2.571541,1231230,10.50932061,1238714,12653.743723,4.021249593
1246245,1261259,(13#)83/2,1246537,8136,1246245,32990,1246537,2.571671,1246245,10.42975286,1253730,12793.260340,4.023799887
1261260,1276274,(13#)42,1262906,8222,1272810,33536,1271308,2.567174,1272810,10.41230196,1268745,12926.517483,4.024417902
1276275,1291289,(17#)5/2,1279129,8382,1276275,35652,1287808,2.580738,1276275,11.04350724,1283760,13066.256677,4.027074837
1291290,1306304,(13#)43,1293184,8458,1291290,34246,1305097,2.580555,1291290,10.50208155,1298775,13198.368831,4.027417855
1306305,1321319,(13#)87/2,1308529,8478,1306305,35000,1308529,2.570502,1306305,10.62738580,1313791,13322.653347,4.025451379
1321320,1336334,(13#)44,1324058,8558,1322685,34880,1327552,2.567012,1322685,10.47831076,1328806,13450.480320,4.024632591
1336335,1351349,(13#)89/2,1336696,8698,1336335,34900,1347289,2.580835,1336335,10.39234997,1343821,13589.699234,4.027267113
1351350,1366364,(13#)45,1352977,8718,1354815,35820,1352977,2.568573,1354815,10.54130969,1358836,13721.014053,4.027588989
1366365,1381379,(13#)91/2,1367291,8830,1366365,35516,1367291,2.578175,1366365,10.37596210,1373851,13846.554645,4.026276558
1381380,1396394,(13#)46,1383548,8936,1381380,37420,1392068,2.581279,1381380,10.83011417,1388867,13974.437429,4.025719190
1396395,1411409,(13#)93/2,1403569,9024,1396395,37032,1403569,2.576241,1396395,10.61880174,1403882,14104.046354,4.025713446
1411410,1426424,(13#)47,1412296,9066,1411410,37330,1421554,2.574203,1411410,10.60638584,1418897,14229.751848,4.024658042
1426425,1441439,(13#)95/2,1427329,9110,1426425,38644,1427329,2.563568,1426425,10.88040167,1433912,14363.896104,4.026031243
1441440,1456454,(13#)48,1446013,9262,1452990,37564,1446013,2.577389,1452990,10.41000615,1448928,14493.688178,4.026227562
1456455,1471469,(13#)97/2,1460213,9362,1456455,37688,1460213,2.583438,1456455,10.42302775,1463943,14619.365834,4.025331189
