START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio
(11#)69,159407,2.542242,160541,2.349776,7.872636e-02,0.312686,6.155248e-01
(11#)139/2,161659,2.491347,161683,2.349651,5.855672e-02,0.312791,4.530054e-01
(11#)70,162353,2.507294,162853,2.349519,6.499346e-02,0.312904,5.042281e-01
(11#)141/2,163297,2.519915,163997,2.349383,7.007243e-02,0.313020,5.447959e-01
(11#)71,164954,2.477786,165161,2.349239,5.327397e-02,0.313142,4.105071e-01
(13#)11/2,165701,2.520785,166319,2.349089,7.054277e-02,0.313272,5.480732e-01
(11#)72,166351,2.526473,167471,2.348935,7.286223e-02,0.313409,5.664738e-01
(11#)145/2,167809,2.490909,168629,2.348776,5.875336e-02,0.313547,4.533068e-01
(11#)73,168814,2.509419,169783,2.348610,6.622759e-02,0.313692,5.126334e-01
(11#)147/2,170539,2.495056,170927,2.348442,6.055904e-02,0.313844,4.671557e-01
(11#)74,171694,2.497959,172093,2.348265,6.179724e-02,0.314002,4.767294e-01
(11#)149/2,172849,2.504239,173249,2.348084,6.438522e-02,0.314163,4.970509e-01
(11#)75,174214,2.457750,174389,2.347901,4.572456e-02,0.314330,3.494703e-01
(11#)151/2,174814,2.514062,175543,2.347710,6.845939e-02,0.314503,5.289361e-01
(11#)76,176551,2.496728,176713,2.347512,6.162503e-02,0.314682,4.741803e-01
(11#)153/2,177841,2.524335,177841,2.347317,7.270469e-02,0.314863,5.622064e-01
(11#)77,178898,2.502055,179021,2.347107,6.392889e-02,0.315051,4.918188e-01
(11#)155/2,179083,2.529322,180179,2.346896,7.485768e-02,0.315243,5.786837e-01
(13#)6,180379,2.501151,181303,2.346688,6.374605e-02,0.315440,4.896747e-01
(11#)157/2,181919,2.535068,182489,2.346463,7.731137e-02,0.315645,5.975225e-01
(11#)79,182519,2.515243,183637,2.346241,6.955495e-02,0.315851,5.350688e-01
(11#)159/2,184696,2.506373,184777,2.346016,6.611812e-02,0.316060,5.073625e-01
(11#)80,185578,2.512282,185951,2.345779,6.857396e-02,0.316275,5.264501e-01
(11#)161/2,187024,2.533868,187091,2.345546,7.722878e-02,0.316496,5.950217e-01
(11#)81,187471,2.522543,188261,2.345302,7.285334e-02,0.316720,5.596142e-01
(11#)163/2,189094,2.510677,189407,2.345059,6.824188e-02,0.316950,5.225367e-01
(11#)82,189817,2.521375,190573,2.344807,7.260129e-02,0.317182,5.566772e-01
(11#)165/2,191626,2.523077,191717,2.344557,7.338272e-02,0.317420,5.624094e-01
(11#)83,191768,2.509171,192883,2.344296,6.796728e-02,0.317663,5.190249e-01
(11#)167/2,193639,2.501153,194027,2.344037,6.487717e-02,0.317907,4.942200e-01
(11#)84,194767,2.519507,195193,2.343770,7.230250e-02,0.318157,5.523594e-01
(13#)13/2,195751,2.518018,196337,2.343504,7.182484e-02,0.318411,5.480778e-01
(11#)85,197402,2.512439,197479,2.343233,6.972239e-02,0.318670,5.309756e-01
(11#)171/2,198046,2.523633,198659,2.342951,7.428828e-02,0.318930,5.665256e-01
(11#)86,199021,2.495353,199813,2.342671,6.313847e-02,0.319198,4.783301e-01
(11#)173/2,200899,2.517394,200929,2.342396,7.204990e-02,0.319465,5.477846e-01
(11#)87,201904,2.515768,202121,2.342099,7.153059e-02,0.319737,5.431620e-01
(11#)175/2,203128,2.520731,203279,2.341807,7.362609e-02,0.320014,5.591130e-01
(11#)88,203417,2.508934,204431,2.341512,6.906109e-02,0.320295,5.227119e-01
(11#)177/2,204928,2.464243,205589,2.341214,5.121506e-02,0.320579,3.837712e-01
(11#)89,205924,2.529874,206699,2.340923,7.762420e-02,0.320867,5.888764e-01
(11#)179/2,206984,2.513240,207877,2.340612,7.116032e-02,0.321158,5.375174e-01
(11#)90,208129,2.513207,209039,2.340301,7.128007e-02,0.321453,5.378889e-01
(11#)181/2,209362,2.520880,210209,2.339985,7.446353e-02,0.321752,5.622187e-01
(13#)7,210557,2.506060,211349,2.339674,6.870020e-02,0.322053,5.166417e-01
(11#)183/2,211459,2.494267,212507,2.339354,6.412008e-02,0.322358,4.805620e-01
(11#)92,212644,2.547725,213659,2.339033,8.546321e-02,0.322666,6.467741e-01
(11#)185/2,213784,2.541986,214817,2.338707,8.334745e-02,0.322977,6.293916e-01
(11#)93,215854,2.563496,215983,2.338375,9.191571e-02,0.323292,6.963395e-01
(11#)187/2,216917,2.525146,217121,2.338049,7.698206e-02,0.323614,5.781487e-01
(11#)94,217697,2.481485,218287,2.337710,5.968535e-02,0.323932,4.438432e-01
(11#)189/2,219311,2.546183,219437,2.337375,8.556687e-02,0.324260,6.439524e-01
(11#)95,220453,2.532386,220589,2.337035,8.027891e-02,0.324584,6.018504e-01
(11#)191/2,221332,2.526687,221747,2.336690,7.817356e-02,0.324917,5.847555e-01
(11#)96,222634,2.538822,222913,2.336340,8.311459e-02,0.325249,6.225446e-01
(11#)193/2,223469,2.547178,224069,2.335990,8.655030e-02,0.325587,6.486377e-01
(11#)97,225002,2.551522,225223,2.335637,8.840538e-02,0.325926,6.623743e-01
(13#)15/2,225892,2.548480,226379,2.335281,8.736488e-02,0.326269,6.534455e-01
(11#)98,227251,2.549104,227533,2.334923,8.776301e-02,0.326615,6.557598e-01
(11#)197/2,228097,2.525164,228677,2.334565,7.848043e-02,0.326964,5.829357e-01
(11#)99,229234,2.519971,229841,2.334198,7.657903e-02,0.327316,5.675647e-01
(11#)199/2,230848,2.518411,230999,2.333830,7.611745e-02,0.327671,5.633120e-01
(11#)100,231643,2.524351,232153,2.333461,7.863143e-02,0.328028,5.819320e-01
(11#)201/2,232189,2.532524,233297,2.333092,8.202201e-02,0.328393,6.072967e-01
(11#)101,233978,2.534564,234463,2.332713,8.298966e-02,0.328753,6.139898e-01
(11#)203/2,235028,2.506846,235607,2.332339,7.215376e-02,0.329118,5.302262e-01
(11#)102,236092,2.538865,236773,2.331955,8.501016e-02,0.329486,6.279781e-01
(11#)205/2,237883,2.566648,237929,2.331571,9.605848e-02,0.329859,7.126590e-01
(11#)103,238892,2.539570,239081,2.331186,8.561762e-02,0.330233,6.310211e-01
(11#)207/2,239857,2.497741,240209,2.330807,6.917216e-02,0.330609,5.049288e-01
(13#)8,241393,2.514952,241393,2.330406,7.621122e-02,0.330988,5.575610e-01
(11#)209/2,242119,2.534017,242533,2.330018,8.392980e-02,0.331378,6.156082e-01
(11#)105,243043,2.536059,243703,2.329616,8.490785e-02,0.331755,6.222755e-01
(11#)211/2,243736,2.522425,244859,2.329217,7.968858e-02,0.332142,5.817030e-01
(11#)106,245587,2.544113,246011,2.328817,8.842165e-02,0.332532,6.474445e-01
(11#)213/2,246518,2.561050,247141,2.328423,9.522612e-02,0.332924,6.987391e-01
(11#)107,247868,2.534405,248323,2.328007,8.494636e-02,0.333323,6.192132e-01
(11#)215/2,248867,2.548208,249463,2.327604,9.055095e-02,0.333722,6.610412e-01
(11#)108,249512,2.527815,250619,2.327192,8.269290e-02,0.334122,6.004483e-01
(11#)217/2,251081,2.534266,251789,2.326774,8.542129e-02,0.334521,6.202660e-01
(11#)109,252071,2.523456,252937,2.326361,8.132415e-02,0.334923,5.884785e-01
(11#)219/2,253741,2.514393,254083,2.325946,7.790458e-02,0.335332,5.619714e-01
(11#)110,255214,2.528919,255253,2.325520,8.384827e-02,0.335741,6.058212e-01
(17#)/2,259801,2.503359,270269,2.319849,7.613133e-02,0.336153,5.459121e-01
(13#)9,272794,2.510783,285283,2.313817,8.169611e-02,0.341718,5.763993e-01
(13#)19/2,285424,2.505523,300299,2.309117,8.163229e-02,0.347652,5.649500e-01
(13#)10,303904,2.513081,315313,2.312448,8.320279e-02,0.348927,5.749999e-01
(13#)21/2,324223,2.512902,330329,2.324777,7.781414e-02,0.336519,5.590323e-01
(13#)11,340261,2.521429,345329,2.336048,7.636519e-02,0.325157,5.701277e-01
(13#)23/2,354971,2.521369,360337,2.346466,7.189164e-02,0.314669,5.558317e-01
(13#)12,366794,2.499164,375373,2.356093,5.895154e-02,0.304967,4.691360e-01
(13#)25/2,386068,2.523716,390389,2.365024,6.494425e-02,0.295958,5.361977e-01
(13#)13,401509,2.524416,405401,2.373327,6.171698e-02,0.287587,5.253680e-01
(13#)27/2,414448,2.520611,420419,2.381083,5.694591e-02,0.279766,4.987311e-01
(13#)14,431146,2.523703,435427,2.388339,5.512912e-02,0.272449,4.968416e-01
(13#)29/2,448444,2.521152,450431,2.395145,5.127217e-02,0.265584,4.744525e-01
(13#)15,463549,2.513127,465463,2.401540,4.541760e-02,0.259132,4.306184e-01
(13#)31/2,467009,2.541140,480463,2.407565,5.399694e-02,0.253052,5.278559e-01
(13#)16,488339,2.536748,495491,2.413254,4.990690e-02,0.247310,4.993490e-01
(13#)33/2,498436,2.527659,510481,2.418626,4.409397e-02,0.241887,4.507601e-01
(17#),515611,2.539315,524288,2.423715,4.659287e-02,0.236752,4.882747e-01
(13#)35/2,535858,2.540830,540539,2.428536,4.520219e-02,0.231881,4.842743e-01
(13#)18,548461,2.531963,555523,2.433119,3.982092e-02,0.227251,4.349552e-01
(13#)37/2,569077,2.543991,570569,2.437480,4.276939e-02,0.222846,4.779579e-01
(13#)19,571262,2.550486,585581,2.441638,4.361480e-02,0.218648,4.978230e-01
(13#)39/2,588338,2.563074,600577,2.445596,4.691846e-02,0.214646,5.473105e-01
(13#)20,612022,2.551653,615607,2.449379,4.090686e-02,0.210822,4.851201e-01
(13#)41/2,621472,2.552996,630613,2.452995,3.995784e-02,0.207166,4.827095e-01
(13#)21,633967,2.541689,645641,2.456463,3.410631e-02,0.203660,4.184720e-01
(13#)43/2,656629,2.539026,660659,2.459773,3.171147e-02,0.200313,3.956458e-01
(13#)22,674719,2.554681,675643,2.462953,3.656633e-02,0.197097,4.653952e-01
(13#)45/2,686398,2.527108,690689,2.466013,2.447289e-02,0.194002,3.149194e-01
(13#)23,703568,2.559020,705689,2.468944,3.583384e-02,0.191036,4.715132e-01
(13#)47/2,713309,2.554701,720703,2.471761,3.300434e-02,0.188186,4.407342e-01
(13#)24,733528,2.558252,735733,2.474478,3.329475e-02,0.185436,4.517677e-01
(13#)49/2,748691,2.568782,750749,2.477089,3.634778e-02,0.182793,5.016221e-01
(13#)25,758411,2.555201,765763,2.479612,3.002879e-02,0.180239,4.193820e-01
(17#)3/2,770558,2.532269,780733,2.482040,2.003494e-02,0.177781,2.825330e-01
(13#)26,787162,2.561586,795793,2.484389,3.059984e-02,0.175404,4.401097e-01
(13#)53/2,804191,2.552045,810809,2.486654,2.595697e-02,0.173108,3.777468e-01
(13#)27,819212,2.562766,825821,2.488849,2.926679e-02,0.170888,4.325465e-01
(13#)55/2,831373,2.564720,840839,2.490964,2.917953e-02,0.168741,4.370959e-01
(13#)28,850253,2.564273,855851,2.493015,2.818219e-02,0.166663,4.275574e-01
(13#)57/2,860422,2.564422,870853,2.495002,2.744358e-02,0.164650,4.216216e-01
(13#)29,883648,2.566164,885883,2.496926,2.735180e-02,0.162699,4.255589e-01
(13#)59/2,891427,2.564719,900869,2.498792,2.604151e-02,0.160808,4.099734e-01
(13#)30,909037,2.548728,915911,2.500603,1.906251e-02,0.158973,3.027244e-01
(13#)61/2,915961,2.547074,930911,2.502357,1.771216e-02,0.157193,2.844720e-01
(13#)31,944161,2.565326,945943,2.504061,2.417175e-02,0.155464,3.940784e-01
(13#)63/2,957844,2.549019,960941,2.505718,1.713326e-02,0.153784,2.815703e-01
(13#)32,968299,2.573348,975967,2.507327,2.599053e-02,0.152152,4.339148e-01
(13#)65/2,990586,2.569172,990989,2.508891,2.374285e-02,0.150564,4.003679e-01
(13#)33,1004449,2.563918,1006003,2.510415,2.108848e-02,0.149018,3.590372e-01
(13#)67/2,1016921,2.561834,1021019,2.511894,1.968636e-02,0.147517,3.385373e-01
(17#)2,1034134,2.571303,1036027,2.513337,2.280142e-02,0.146052,3.968860e-01
(13#)69/2,1050706,2.556321,1051027,2.514739,1.640009e-02,0.144628,2.875100e-01
(13#)35,1053142,2.560025,1066063,2.516106,1.730456e-02,0.143240,3.066113e-01
(13#)71/2,1067611,2.564956,1081079,2.517439,1.869921e-02,0.141887,3.348933e-01
(13#)36,1093418,2.575284,1096079,2.518740,2.220104e-02,0.140566,4.022594e-01
(13#)73/2,1101119,2.571810,1111091,2.520006,2.034865e-02,0.139280,3.719414e-01
(13#)37,1116337,2.566773,1126093,2.521245,1.789664e-02,0.138023,3.298581e-01
(13#)75/2,1138519,2.571708,1141139,2.522451,1.933922e-02,0.136795,3.600790e-01
(13#)38,1154584,2.576126,1156151,2.523629,2.058878e-02,0.135598,3.871517e-01
(13#)77/2,1166306,2.582036,1171133,2.524777,2.242549e-02,0.134432,4.259328e-01
(13#)39,1171721,2.577143,1186181,2.525902,2.008319e-02,0.133288,3.844382e-01
(13#)79/2,1190542,2.575724,1201183,2.527001,1.909744e-02,0.132171,3.686361e-01
(13#)40,1201553,2.553525,1216213,2.528071,1.001820e-02,0.131082,1.941838e-01
(13#)81/2,1227416,2.574592,1231229,2.529123,1.781847e-02,0.130013,3.497266e-01
(13#)41,1239109,2.571541,1246243,2.530147,1.622793e-02,0.128972,3.209534e-01
(13#)83/2,1246537,2.571671,1261259,2.531150,1.588214e-02,0.127951,3.166915e-01
(13#)42,1271308,2.567174,1276271,2.532133,1.374365e-02,0.126952,2.760177e-01
(17#)5/2,1287808,2.580738,1291271,2.533094,1.863392e-02,0.125974,3.782050e-01
(13#)43,1305097,2.580555,1306289,2.534036,1.819120e-02,0.125015,3.721073e-01
(13#)87/2,1308529,2.570502,1321319,2.534957,1.392454e-02,0.124078,2.864730e-01
(13#)44,1327552,2.567012,1336333,2.535860,1.220975e-02,0.123160,2.529393e-01
(13#)89/2,1347289,2.580835,1351327,2.536743,1.723202e-02,0.122260,3.606413e-01
(13#)45,1352977,2.568573,1366349,2.537611,1.212740e-02,0.121376,2.550916e-01
(13#)91/2,1367291,2.578175,1381349,2.538459,1.552458e-02,0.120513,3.295578e-01
(13#)46,1392068,2.581279,1396393,2.539291,1.640010e-02,0.119665,3.508795e-01
(13#)93/2,1403569,2.576241,1411387,2.540108,1.412476e-02,0.118833,3.040654e-01
(13#)47,1421554,2.574203,1426393,2.540908,1.301847e-02,0.118018,2.821180e-01
(13#)95/2,1427329,2.563568,1441439,2.541694,8.569250e-03,0.117218,1.866096e-01
(13#)48,1446013,2.577389,1456451,2.542465,1.364279e-02,0.116432,2.999519e-01
(13#)97/2,1460213,2.583438,1471447,2.543223,1.568890e-02,0.115660,3.477002e-01
(13#)49,1485139,2.569529,1486451,2.543963,9.999512e-03,0.114905,2.224968e-01
(13#)99/2,1498438,2.572049,1501499,2.544692,1.069324e-02,0.114162,2.396332e-01
(13#)50,1508933,2.579741,1516513,2.545407,1.339845e-02,0.113433,3.026809e-01
(13#)101/2,1525204,2.588498,1531499,2.546110,1.651108e-02,0.112716,3.760602e-01
(17#)3,1538384,2.572062,1546537,2.546800,9.870243e-03,0.112012,2.255294e-01
(13#)103/2,1552613,2.581629,1561559,2.547478,1.331674e-02,0.111322,3.067767e-01
(13#)52,1568978,2.579733,1576571,2.548145,1.232026e-02,0.110641,2.855000e-01
(13#)105/2,1588283,2.576881,1591589,2.548799,1.095749e-02,0.109974,2.553513e-01
(13#)53,1600058,2.588112,1606603,2.549444,1.505336e-02,0.109318,3.537203e-01
(13#)107/2,1611293,2.582728,1621619,2.550076,1.272304e-02,0.108671,3.004665e-01
(13#)54,1625321,2.576631,1636627,2.550697,1.011608e-02,0.108037,2.400474e-01
(13#)109/2,1647964,2.569523,1651621,2.551309,7.113718e-03,0.107413,1.695698e-01
(13#)55,1658869,2.582682,1666657,2.551911,1.198590e-02,0.106798,2.881234e-01
(13#)111/2,1668971,2.593334,1681679,2.552504,1.586947e-02,0.106193,3.844886e-01
(13#)56,1693639,2.579746,1696693,2.553085,1.038851e-02,0.105600,2.524716e-01
(13#)113/2,1708321,2.575121,1711687,2.553657,8.370074e-03,0.105016,2.043879e-01
(13#)57,1725814,2.588012,1726693,2.554223,1.314195e-02,0.104440,3.235255e-01
(13#)115/2,1740821,2.579711,1741723,2.554776,9.712829e-03,0.103873,2.400528e-01
(13#)58,1746859,2.570141,1756747,2.555322,5.782518e-03,0.103315,1.434351e-01
(13#)117/2,1770016,2.583728,1771751,2.555861,1.084416e-02,0.102765,2.711721e-01
(13#)59,1777753,2.573578,1786781,2.556390,6.701042e-03,0.102224,1.681406e-01
(17#)7/2,1791778,2.589083,1801781,2.556911,1.250387e-02,0.101692,3.163671e-01
(13#)60,1802266,2.584393,1816813,2.557425,1.048977e-02,0.101167,2.665691e-01
(13#)121/2,1831436,2.577516,1831811,2.557931,7.627416e-03,0.100650,1.945852e-01
(13#)61,1835741,2.571404,1846843,2.558429,5.058655e-03,0.100141,1.295673e-01
(13#)123/2,1858867,2.583732,1861859,2.558920,9.649571e-03,0.099639,2.490190e-01
(13#)62,1872751,2.587271,1876859,2.559403,1.082962e-02,0.099145,2.810833e-01
(13#)125/2,1877164,2.577582,1891889,2.559882,6.890586e-03,0.098656,1.794113e-01
(13#)63,1892416,2.592349,1906889,2.560350,1.242045e-02,0.098176,3.259351e-01
(13#)127/2,1908661,2.585161,1921919,2.560813,9.463002e-03,0.097703,2.492042e-01
(13#)64,1931242,2.580351,1936889,2.561270,7.422207e-03,0.097236,1.962339e-01
(13#)129/2,1939141,2.593342,1951949,2.561720,1.226848e-02,0.096775,3.267579e-01
(13#)65,1953379,2.593798,1966963,2.562164,1.227100e-02,0.096321,3.284227e-01
(13#)131/2,1969936,2.574568,1981963,2.562601,4.658995e-03,0.095873,1.248214e-01
(13#)66,1988632,2.587112,1996979,2.563033,9.350873e-03,0.095431,2.523184e-01
(13#)133/2,1997902,2.586030,2012009,2.563459,8.766363e-03,0.094996,2.375995e-01
(13#)67,2021137,2.583325,2027023,2.563879,7.555983e-03,0.094566,2.056342e-01
(13#)135/2,2033041,2.591447,2042039,2.564293,1.053360e-02,0.094142,2.884366e-01
(17#)4,2053553,2.579809,2057053,2.564702,5.873073e-03,0.093723,1.611878e-01
(13#)137/2,2071096,2.585053,2072053,2.565106,7.746207e-03,0.093310,2.137713e-01
(13#)69,2076304,2.586796,2087081,2.565504,8.265094e-03,0.092902,2.291877e-01
(13#)139/2,2098952,2.580068,2102099,2.565897,5.507630e-03,0.092500,1.532000e-01
(13#)70,2106019,2.587094,2117099,2.566284,8.076300e-03,0.092103,2.259427e-01
(13#)141/2,2118514,2.592353,2132129,2.566666,9.958177e-03,0.091711,2.800864e-01
(13#)71,2136091,2.592237,2147137,2.567045,9.765778e-03,0.091324,2.758530e-01
(13#)143/2,2149759,2.601746,2162137,2.567418,1.328203e-02,0.090942,3.774714e-01
(13#)72,2166772,2.597074,2177167,2.567786,1.134138e-02,0.090564,3.233956e-01
(13#)145/2,2191216,2.591899,2192161,2.568151,9.204627e-03,0.090191,2.633079e-01
(13#)73,2198473,2.595378,2207203,2.568509,1.040660e-02,0.089823,2.991327e-01
(13#)147/2,2210389,2.596815,2222219,2.568863,1.082231e-02,0.089460,3.124525e-01
(13#)74,2222702,2.600920,2237219,2.569214,1.226521e-02,0.089101,3.558434e-01
(13#)149/2,2246323,2.596339,2252233,2.569560,1.036770e-02,0.088746,3.017488e-01
(13#)75,2263843,2.582011,2267263,2.569901,4.701176e-03,0.088396,1.369971e-01
(13#)151/2,2279476,2.588150,2282257,2.570239,6.944444e-03,0.088049,2.034208e-01
(13#)76,2294377,2.602427,2297291,2.570572,1.231603e-02,0.087707,3.631979e-01
(17#)9/2,2309311,2.594955,2312293,2.570902,9.312365e-03,0.087369,2.753036e-01
(13#)77,2316212,2.583454,2327323,2.571228,4.743657e-03,0.087035,1.404722e-01
(13#)155/2,2338396,2.592073,2342309,2.571550,7.949112e-03,0.086704,2.367019e-01
(13#)78,2352563,2.595422,2357353,2.571868,9.116641e-03,0.086378,2.726852e-01
(13#)157/2,2368486,2.590531,2372369,2.572182,7.108308e-03,0.086055,2.132241e-01
(13#)79,2375998,2.595066,2387383,2.572493,8.736482e-03,0.085736,2.632850e-01
(13#)159/2,2391856,2.585609,2402383,2.572800,4.966270e-03,0.085421,1.499514e-01
(13#)80,2409742,2.596264,2417399,2.573104,8.960536e-03,0.085109,2.721216e-01
(13#)161/2,2425117,2.592377,2432429,2.573404,7.345679e-03,0.084801,2.237356e-01
(13#)81,2434183,2.589718,2447437,2.573702,6.203660e-03,0.084496,1.895474e-01
(13#)163/2,2459998,2.595797,2462443,2.573995,8.434432e-03,0.084195,2.589465e-01
(13#)82,2473948,2.581392,2477471,2.574285,2.756963e-03,0.083896,8.471202e-02
(13#)165/2,2484971,2.595580,2492461,2.574573,8.126303e-03,0.083601,2.512769e-01
(13#)83,2495473,2.597962,2507489,2.574857,8.933293e-03,0.083310,2.773377e-01
(13#)167/2,2511253,2.602871,2522503,2.575138,1.071194e-02,0.083021,3.340480e-01
(13#)84,2525273,2.595884,2537527,2.575415,7.916428e-03,0.082736,2.474014e-01
(13#)169/2,2548498,2.597963,2552531,2.575690,8.610217e-03,0.082454,2.701264e-01
(17#)5,2555363,2.595337,2567557,2.575962,7.493317e-03,0.082174,2.357802e-01
(13#)171/2,2578036,2.596895,2582551,2.576230,7.989411e-03,0.081898,2.523261e-01
(13#)86,2594246,2.593958,2597591,2.576496,6.754558e-03,0.081625,2.139296e-01
(13#)173/2,2612419,2.590050,2612549,2.576760,5.144385e-03,0.081354,1.633601e-01
(13#)87,2622619,2.592665,2627617,2.577020,6.052612e-03,0.081085,1.929457e-01
(13#)175/2,2640928,2.597647,2642639,2.577278,7.872232e-03,0.080821,2.520261e-01
(13#)88,2653489,2.589649,2657651,2.577533,4.689605e-03,0.080558,1.504010e-01
(13#)177/2,2662903,2.599814,2672639,2.577785,8.509401e-03,0.080299,2.743372e-01
(13#)89,2683354,2.590833,2687677,2.578035,4.951965e-03,0.080042,1.598911e-01
(13#)179/2,2695961,2.593039,2702681,2.578283,5.706873e-03,0.079787,1.849424e-01
(13#)90,2717602,2.598752,2717713,2.578527,7.813024e-03,0.079536,2.542874e-01
(13#)181/2,2719121,2.594914,2732701,2.578769,6.241222e-03,0.079287,2.036273e-01
(13#)91,2739127,2.593271,2747713,2.579009,5.514797e-03,0.079040,1.804403e-01
(13#)183/2,2759311,2.597895,2762759,2.579246,7.204394e-03,0.078796,2.366745e-01
(13#)92,2774917,2.605239,2777771,2.579481,9.936202e-03,0.078554,3.279018e-01
(13#)185/2,2781718,2.593394,2792773,2.579714,5.288902e-03,0.078314,1.746814e-01
(13#)93,2798351,2.597376,2807789,2.579945,6.733624e-03,0.078077,2.232540e-01
(17#)11/2,2812492,2.599243,2822819,2.580173,7.363798e-03,0.077842,2.449834e-01
(13#)94,2825503,2.600128,2837803,2.580399,7.616636e-03,0.077609,2.542102e-01
(13#)189/2,2849842,2.600123,2852849,2.580622,7.528296e-03,0.077379,2.520193e-01
(13#)95,2863901,2.601423,2867861,2.580844,7.942126e-03,0.077151,2.667367e-01
(13#)191/2,2873672,2.596843,2882863,2.581063,6.095147e-03,0.076925,2.051349e-01
(13#)96,2895122,2.601897,2897893,2.581281,7.955007e-03,0.076701,2.687840e-01
(13#)193/2,2904764,2.591674,2912893,2.581496,3.934923e-03,0.076480,1.330805e-01
(13#)97,2919424,2.602268,2927917,2.581709,7.931790e-03,0.076260,2.695909e-01
(13#)195/2,2936938,2.587620,2942909,2.581920,2.205226e-03,0.076042,7.495858e-02
(13#)98,2949664,2.600223,2957947,2.582129,6.982958e-03,0.075826,2.386253e-01
(13#)197/2,2970467,2.599407,2972969,2.582336,6.588926e-03,0.075613,2.257681e-01
(13#)99,2980234,2.595608,2987983,2.582542,5.046601e-03,0.075401,1.732868e-01
(13#)199/2,2997242,2.598877,3002981,2.582745,6.226642e-03,0.075192,2.145441e-01
(13#)100,3004042,2.591117,3018013,2.582947,3.158062e-03,0.074984,1.089566e-01
(13#)201/2,3021439,2.592341,3033011,2.583146,3.553293e-03,0.074778,1.229640e-01
(13#)101,3040787,2.595932,3048043,2.583345,4.860534e-03,0.074574,1.687854e-01
(13#)203/2,3053924,2.607868,3063059,2.583540,9.372478e-03,0.074372,3.271124e-01
(17#)6,3066709,2.591466,3078073,2.583735,2.987712e-03,0.074171,1.042321e-01
(13#)205/2,3092806,2.597068,3093071,2.583928,5.072395e-03,0.073972,1.776348e-01
(13#)103,3107012,2.604617,3108103,2.584118,7.901389e-03,0.073775,2.778584e-01
(13#)207/2,3115766,2.600286,3123091,2.584307,6.164052e-03,0.073581,2.171620e-01
(13#)104,3127703,2.602558,3138131,2.584495,6.964676e-03,0.073387,2.461335e-01
(13#)209/2,3144191,2.605823,3153149,2.584681,8.146460e-03,0.073195,2.888449e-01
(13#)105,3159916,2.603373,3168119,2.584865,7.134630e-03,0.073005,2.535169e-01
(13#)211/2,3177964,2.601562,3183179,2.585047,6.368344e-03,0.072817,2.268014e-01
(13#)106,3192643,2.602437,3198191,2.585228,6.634608e-03,0.072630,2.369407e-01
(13#)213/2,3201973,2.598668,3213163,2.585408,5.115677e-03,0.072445,1.830354e-01
(13#)107,3226558,2.596537,3228223,2.585586,4.226459e-03,0.072261,1.515479e-01
(13#)215/2,3235957,2.604722,3243239,2.585762,7.305710e-03,0.072079,2.630447e-01
(13#)108,3245252,2.608783,3258247,2.585937,8.795911e-03,0.071898,3.177557e-01
(13#)217/2,3260314,2.604682,3273269,2.586110,7.155779e-03,0.071719,2.589551e-01
(13#)109,3275093,2.605763,3288269,2.586282,7.504207e-03,0.071542,2.723016e-01
(13#)219/2,3290396,2.600457,3303281,2.586453,5.399760e-03,0.071366,1.962279e-01
(13#)110,3317926,2.603487,3318307,2.586621,6.499310e-03,0.071191,2.369120e-01
(17#)13/2,3326234,2.605172,3333313,2.586789,7.081362e-03,0.071018,2.588499e-01
(13#)111,3341761,2.604131,3348307,2.586955,6.617522e-03,0.070846,2.424414e-01
(13#)223/2,3354079,2.597185,3363343,2.587120,3.882878e-03,0.070676,1.424104e-01
(13#)112,3364727,2.596771,3378373,2.587284,3.660073e-03,0.070507,1.345540e-01
(13#)225/2,3380669,2.605672,3393373,2.587445,7.019705e-03,0.070340,2.591271e-01
(13#)113,3395806,2.609983,3408389,2.587606,8.610584e-03,0.070173,3.188833e-01
(13#)227/2,3411274,2.603699,3423419,2.587766,6.138171e-03,0.070009,2.275850e-01
(13#)114,3434458,2.611137,3438419,2.587924,8.929749e-03,0.069845,3.323502e-01
(13#)229/2,3439621,2.611954,3453409,2.588081,9.181926e-03,0.069683,3.425943e-01
(13#)115,3464267,2.603425,3468463,2.588236,5.851323e-03,0.069522,2.184776e-01
(13#)231/2,3479059,2.604518,3483463,2.588391,6.211182e-03,0.069362,2.325048e-01
(13#)116,3489916,2.613878,3498493,2.588544,9.739387e-03,0.069204,3.660771e-01
(13#)233/2,3502439,2.610699,3513491,2.588696,8.463728e-03,0.069047,3.186670e-01
(13#)117,3515401,2.612171,3528521,2.588846,8.969460e-03,0.068891,3.385783e-01
(13#)235/2,3539002,2.606307,3543523,2.588996,6.664121e-03,0.068736,2.518476e-01
(13#)118,3553097,2.606045,3558553,2.589144,6.506427e-03,0.068582,2.464349e-01
(13#)237/2,3561149,2.602978,3573529,2.589291,5.272081e-03,0.068430,2.000146e-01
(17#)7,3576721,2.610207,3588527,2.589437,7.989051e-03,0.068279,3.041931e-01
(13#)239/2,3591949,2.611007,3603583,2.589582,8.239498e-03,0.068129,3.144769e-01
(13#)120,3616831,2.603235,3618583,2.589726,5.202824e-03,0.067980,1.987202e-01
(13#)241/2,3633412,2.606239,3633583,2.589868,6.301277e-03,0.067833,2.413427e-01
(13#)121,3644584,2.609578,3648643,2.590010,7.526786e-03,0.067686,2.890997e-01
