START,n_0,C_min,Npred_0,CpredAlign,Lambda_min
(5#)45/2,677,2.010889,683,1.234135,4.882066e-01
(5#)23,697,2.216917,701,1.244916,5.770494e-01
(5#)47/2,706,1.706515,719,1.258539,3.045018e-01
(5#)24,734,2.135493,733,1.271336,5.186292e-01
(7#)7/2,743,2.355865,743,1.279654,6.103182e-01
(5#)25,751,2.338294,761,1.287745,5.965290e-01
(5#)51/2,766,2.072834,773,1.299595,4.668641e-01
(5#)26,788,1.806384,787,1.310742,3.207337e-01
(5#)53/2,802,1.784236,809,1.316929,3.036878e-01
(5#)27,821,1.976976,823,1.325092,4.000865e-01
(5#)55/2,839,2.379710,839,1.334257,5.786040e-01
(7#)4,841,2.159749,853,1.347495,4.717447e-01
(5#)57/2,859,1.914982,863,1.350744,3.490527e-01
(5#)29,883,2.295458,883,1.361114,5.226289e-01
(5#)59/2,886,2.287381,887,1.366038,5.154929e-01
(5#)30,904,2.050129,911,1.375808,3.988615e-01
(5#)61/2,919,1.825774,929,1.381489,2.788421e-01
(5#)31,943,1.991920,941,1.389870,3.598888e-01
(7#)9/2,958,2.164457,953,1.394246,4.398158e-01
(5#)32,967,1.761041,971,1.402953,2.273258e-01
(5#)65/2,982,1.933461,983,1.407285,3.176493e-01
(5#)33,997,2.106150,997,1.412985,3.991571e-01
(5#)67/2,1009,1.898450,1019,1.420322,2.901542e-01
(5#)34,1024,2.252124,1024,1.424694,4.579167e-01
(5#)69/2,1048,2.030676,1049,1.431789,3.494440e-01
(7#)5,1063,2.195023,1063,1.436245,4.241605e-01
(5#)71/2,1072,2.361462,1069,1.442849,4.926613e-01
(5#)36,1094,2.506504,1093,1.449072,5.479656e-01
(5#)73/2,1109,1.952088,1109,1.452587,2.955535e-01
(5#)37,1123,2.110511,1123,1.459265,3.689972e-01
(5#)75/2,1126,2.104611,1129,1.463167,3.635274e-01
(5#)38,1147,2.252003,1153,1.470038,4.265318e-01
(11#)/2,1244,2.122683,1259,1.473729,3.648849e-01
(7#)6,1319,1.723241,1361,1.504788,1.355548e-01
(7#)13/2,1402,1.647631,1459,1.526963,7.605770e-02
(7#)7,1489,1.865276,1571,1.548507,1.861178e-01
(7#)15/2,1676,2.104753,1669,1.567806,2.945209e-01
(7#)8,1774,2.019039,1783,1.585412,2.417773e-01
(7#)17/2,1849,2.204669,1889,1.597978,3.218383e-01
(7#)9,1966,1.989272,1993,1.611437,2.106424e-01
(7#)19/2,2029,1.715762,2048,1.621320,5.661666e-02
(7#)10,2104,2.003507,2203,1.631566,2.053589e-01
(7#)21/2,2287,1.989104,2309,1.639167,1.934961e-01
(11#),2347,2.156625,2411,1.646430,2.699352e-01
(7#)23/2,2447,2.190317,2503,1.652946,2.814871e-01
(7#)12,2623,2.363446,2621,1.658488,3.542144e-01
(7#)25/2,2633,2.168203,2729,1.663654,2.648823e-01
(7#)13,2809,2.065835,2833,1.667524,2.141946e-01
(7#)27/2,2909,2.274897,2939,1.671200,3.083928e-01
(7#)14,2974,2.064698,3041,1.674553,2.094377e-01
(7#)29/2,3076,1.845344,3137,1.676874,9.573436e-02
(7#)15,3221,2.107297,3253,1.679113,2.271404e-01
(7#)31/2,3334,2.210551,3359,1.680648,2.740624e-01
(7#)16,3386,2.340982,3463,1.681958,3.306119e-01
(11#)3/2,3559,2.029695,3559,1.682909,1.873617e-01
(7#)17,3571,2.249487,3673,1.683547,2.897993e-01
(7#)35/2,3769,1.943543,3779,1.683916,1.433906e-01
(7#)18,3799,2.075010,3881,1.683783,2.089229e-01
(7#)37/2,3964,2.216472,3989,1.683327,2.751446e-01
(7#)19,4051,2.044491,4093,1.682656,1.947754e-01
(7#)39/2,4153,2.340594,4096,1.681957,3.304467e-01
(7#)20,4282,2.220909,4297,1.680731,2.786878e-01
(7#)41/2,4393,2.306710,4409,1.679358,3.174107e-01
(7#)21,4486,2.143577,4513,1.677897,2.449347e-01
(7#)43/2,4603,2.102361,4603,1.676476,2.263670e-01
(11#)2,4651,2.085780,4723,1.674420,2.196760e-01
(7#)45/2,4801,1.856187,4817,1.672686,1.040937e-01
(7#)23,4909,2.178086,4933,1.670358,2.654085e-01
(7#)47/2,4987,2.151973,5039,1.668063,2.547220e-01
(7#)24,5086,2.176695,5119,1.666253,2.672303e-01
(7#)49/2,5242,2.126897,5237,1.663463,2.457625e-01
(7#)25,5308,2.217466,5351,1.660586,2.891946e-01
(7#)51/2,5416,1.965120,5449,1.658031,1.699226e-01
(7#)26,5557,2.301782,5563,1.656447,3.290087e-01
(7#)53/2,5596,2.182571,5669,1.663086,2.718286e-01
(7#)27,5728,2.248387,5749,1.676021,2.937905e-01
(11#)5/2,5857,2.159168,5879,1.687263,2.466153e-01
(7#)28,5906,2.349289,5981,1.698495,3.243702e-01
(7#)57/2,6038,2.309643,6089,1.709790,3.007224e-01
(7#)29,6131,2.233345,6173,1.720560,2.608506e-01
(7#)59/2,6218,2.356115,6299,1.731232,3.081808e-01
(7#)30,6353,2.124621,6397,1.741390,1.989098e-01
(7#)61/2,6421,2.298798,6491,1.751921,2.716735e-01
(7#)31,6568,2.399779,6607,1.761877,3.089969e-01
(7#)63/2,6719,2.265862,6719,1.770735,2.465605e-01
(7#)32,6791,2.430712,6823,1.780278,3.114147e-01
(7#)65/2,6863,2.365471,6917,1.788667,2.795065e-01
(11#)3,7024,2.323062,7027,1.798057,2.561795e-01
(7#)67/2,7108,2.390305,7129,1.806006,2.803032e-01
(7#)34,7219,2.055910,7243,1.814620,1.248425e-01
(7#)69/2,7246,2.136908,7349,1.822171,1.593313e-01
(7#)35,7351,2.199762,7451,1.829959,1.840556e-01
(7#)71/2,7522,2.372402,7559,1.837718,2.553784e-01
(7#)36,7561,2.321013,7649,1.845136,2.294507e-01
(7#)73/2,7727,2.199214,7759,1.852657,1.714792e-01
(7#)37,7846,2.336977,7873,1.860514,2.280054e-01
(7#)75/2,7951,2.232082,7963,1.866642,1.787937e-01
(7#)38,8062,2.328303,8081,1.874170,2.169738e-01
(11#)7/2,8116,2.236375,8179,1.880122,1.735196e-01
(7#)39,8224,2.292547,8192,1.886416,1.949847e-01
(7#)79/2,8311,2.234912,8389,1.893038,1.660189e-01
(7#)40,8429,2.249292,8501,1.899692,1.689237e-01
(7#)81/2,8599,2.329117,8609,1.905740,2.006188e-01
(7#)41,8614,2.287560,8713,1.911985,1.793438e-01
(7#)83/2,8777,2.179478,8819,1.917336,1.281487e-01
(7#)42,8839,2.279660,8923,1.922922,1.701804e-01
(7#)85/2,9014,2.281605,9029,1.928705,1.680303e-01
(7#)43,9091,2.412999,9133,1.934577,2.209817e-01
(7#)87/2,9173,2.323530,9239,1.939512,1.806512e-01
(11#)4,9283,2.301998,9343,1.944759,1.686394e-01
(7#)89/2,9349,2.396602,9439,1.950100,2.061712e-01
(7#)45,9511,2.294051,9551,1.955529,1.596585e-01
(7#)91/2,9649,2.163663,9649,1.960874,9.841233e-02
(7#)46,9748,2.284701,9749,1.964954,1.507663e-01
(7#)93/2,9817,2.375649,9859,1.969805,1.873361e-01
(7#)47,9941,2.284239,9973,1.974486,1.457248e-01
(7#)95/2,10078,2.360845,10079,1.979912,1.759672e-01
(7#)48,10174,2.343381,10181,1.984115,1.664218e-01
(7#)97/2,10273,2.292671,10289,1.988467,1.423535e-01
(7#)49,10369,2.243034,10391,1.992984,1.181964e-01
(11#)9/2,10462,2.194423,10499,1.997004,9.427108e-02
(7#)50,10501,2.449522,10601,2.001138,2.021769e-01
(7#)101/2,10687,2.319381,10709,2.005343,1.454852e-01
(7#)51,10786,2.430362,10799,2.009408,1.902001e-01
(7#)103/2,10883,2.318296,10909,2.014014,1.407027e-01
(7#)52,11023,2.452351,11003,2.018020,1.949303e-01
(7#)105/2,11054,2.258518,11119,2.021352,1.109423e-01
(7#)53,11197,2.391314,11213,2.025155,1.661968e-01
(7#)107/2,11272,2.131467,11329,2.029040,4.924770e-02
(7#)54,11353,2.334737,11443,2.033002,1.383857e-01
(7#)109/2,11461,2.347919,11549,2.036344,1.423734e-01
(11#)5,11593,2.296655,11633,2.039911,1.185475e-01
(7#)111/2,11749,2.392249,11743,2.043498,1.575709e-01
(7#)56,11839,2.348206,11863,2.047269,1.371449e-01
(7#)113/2,11932,2.392674,11969,2.050417,1.543684e-01
(7#)57,11971,2.386736,12073,2.053770,1.502496e-01
(7#)115/2,12101,2.395745,12163,2.057700,1.521054e-01
(7#)58,12281,2.223656,12281,2.060699,7.610744e-02
(7#)117/2,12326,2.217079,12379,2.063726,7.167748e-02
(7#)59,12422,2.346659,12491,2.066816,1.269834e-01
(7#)119/2,12574,2.295932,12589,2.069996,1.035922e-01
(7#)60,12671,2.225896,12703,2.073064,7.113183e-02
(11#)11/2,12757,2.354186,12809,2.076320,1.255979e-01
(7#)61,12878,2.336543,12911,2.079412,1.165873e-01
(7#)123/2,12982,2.377047,13009,2.082124,1.324704e-01
(7#)62,13049,2.340065,13121,2.085354,1.152401e-01
(7#)125/2,13142,2.381559,13229,2.087928,1.315831e-01
(7#)63,13241,2.313245,13331,2.091024,1.009974e-01
(7#)127/2,13339,2.408045,13421,2.093589,1.399354e-01
(7#)64,13451,2.365320,13537,2.096332,1.207242e-01
(7#)129/2,13646,2.418129,13649,2.099246,1.414159e-01
(7#)65,13729,2.380300,13751,2.102075,1.243016e-01
(7#)131/2,13807,2.343338,13859,2.104447,1.075237e-01
(11#)6,13943,2.508139,13963,2.107346,1.741117e-01
(7#)133/2,14051,2.389016,14057,2.109657,1.243562e-01
(7#)67,14096,2.408715,14173,2.112191,1.313676e-01
(7#)135/2,14243,2.286441,14251,2.114747,7.806128e-02
(7#)68,14332,2.428418,14369,2.117217,1.371375e-01
(7#)137/2,14411,2.316236,14489,2.119695,8.867124e-02
(7#)69,14528,2.225437,14593,2.122378,4.741614e-02
(7#)139/2,14699,2.430591,14699,2.125077,1.343264e-01
(7#)70,14779,2.470069,14797,2.127122,1.494762e-01
(7#)141/2,14831,2.313924,14897,2.129378,8.311487e-02
(7#)71,14951,2.398094,15013,2.131792,1.177113e-01
(13#)/2,15784,2.297078,16141,2.133843,7.371330e-02
(11#)7,17218,2.342733,16384,2.157476,8.237918e-02
(11#)15/2,18322,2.313856,18461,2.177966,6.052398e-02
(11#)8,18637,2.262025,19609,2.196394,2.944351e-02
(11#)17/2,20509,2.288028,20789,2.213273,3.321790e-02
(11#)9,20816,2.279925,21943,2.228057,2.301264e-02
(11#)19/2,22354,2.333078,23099,2.241560,4.001637e-02
(11#)10,23201,2.282149,24251,2.253928,1.244307e-02
(11#)21/2,24256,2.336632,25409,2.265351,3.098086e-02
(11#)11,25496,2.309603,26561,2.275540,1.485826e-02
(11#)23/2,27182,2.331847,27701,2.285230,2.019398e-02
(11#)12,27904,2.328254,28871,2.294188,1.473966e-02
(11#)25/2,29738,2.340355,30029,2.302411,1.634579e-02
(13#),30332,2.331433,31183,2.310227,9.137312e-03
(11#)27/2,31294,2.341935,32327,2.317373,1.054329e-02
(11#)14,32972,2.389670,32768,2.324126,2.781123e-02
(11#)29/2,34274,2.354215,34649,2.330519,1.011635e-02
(11#)15,35792,2.297694,35803,2.336466,-1.673352e-02
(11#)31/2,36436,2.373766,36947,2.342124,1.341951e-02
(11#)16,37201,2.393769,38113,2.347492,1.952159e-02
(11#)33/2,38188,2.401751,39251,2.352490,2.072371e-02
(11#)17,39992,2.425829,40423,2.357346,2.863691e-02
(11#)35/2,40597,2.307754,41579,2.361794,-2.314674e-02
(11#)18,41851,2.392174,42727,2.366146,1.094010e-02
(11#)37/2,43531,2.348344,43889,2.370208,-9.267316e-03
(11#)19,44533,2.418503,45013,2.374112,1.852528e-02
(13#)3/2,45259,2.407217,46199,2.377866,1.226786e-02
(11#)20,46369,2.380141,47353,2.381458,-5.531755e-04
(11#)41/2,47834,2.378831,48497,2.384830,-2.518652e-03
(11#)21,48931,2.430664,49663,2.388104,1.766473e-02
(11#)43/2,50461,2.416903,50789,2.391197,1.069289e-02
(11#)22,51826,2.346624,51973,2.394193,-2.006852e-02
(11#)45/2,52876,2.469593,53129,2.397071,2.980578e-02
(11#)23,53624,2.388364,54277,2.399866,-4.804290e-03
(11#)47/2,54421,2.447211,55439,2.402487,1.844456e-02
(11#)24,56176,2.444148,56591,2.405042,1.612923e-02
(11#)49/2,57172,2.426083,57737,2.407505,7.687081e-03
(11#)25,58789,2.355012,58901,2.409872,-2.302781e-02
(11#)51/2,59074,2.411060,60041,2.412160,-4.561268e-04
(13#)2,61058,2.418361,61211,2.414396,1.640886e-03
(11#)53/2,61444,2.421746,62351,2.416507,2.165659e-03
(11#)27,63421,2.436905,63521,2.418572,7.551508e-03
(11#)55/2,64198,2.443219,64679,2.420542,9.324950e-03
(11#)28,65336,2.468498,65536,2.422484,1.881641e-02
(11#)57/2,66602,2.429966,66977,2.424327,2.323305e-03
(11#)29,67904,2.413565,68141,2.426144,-5.198258e-03
(11#)59/2,69239,2.447118,69263,2.427873,7.895440e-03
(11#)30,69911,2.449157,70451,2.429581,8.025069e-03
(11#)61/2,70544,2.431070,71597,2.431205,-5.552956e-05
(11#)31,71633,2.358847,72763,2.432823,-3.087937e-02
(11#)63/2,73016,2.438849,73907,2.434337,1.851766e-03
(11#)32,74716,2.474061,75041,2.435857,1.556228e-02
(13#)5/2,75968,2.467098,76213,2.437292,1.215497e-02
(11#)33,77144,2.383605,77383,2.438702,-2.285188e-02
(11#)67/2,78427,2.494035,78539,2.440113,2.185753e-02
(11#)34,79312,2.406904,79693,2.441413,-1.423570e-02
(11#)69/2,79784,2.452666,80849,2.442713,4.066289e-03
(11#)35,81749,2.460417,82003,2.443987,6.700126e-03
(11#)71/2,82252,2.460452,83137,2.445205,6.216109e-03
(11#)36,84046,2.459958,84313,2.446419,5.518954e-03
(11#)73/2,84562,2.471941,85469,2.447570,9.907976e-03
(11#)37,86248,2.426071,86599,2.448719,-9.291954e-03
(11#)75/2,87316,2.472748,87767,2.449812,9.318796e-03
(11#)38,88498,2.433762,88919,2.450902,-7.017912e-03
(11#)77/2,89459,2.383150,90089,2.451943,-2.845763e-02
(13#)3,90526,2.492321,91243,2.452981,1.591039e-02
(11#)79/2,92357,2.434532,92399,2.453972,-7.953395e-03
(11#)40,92656,2.473194,93553,2.454945,7.406075e-03
(11#)81/2,94228,2.450231,94709,2.455899,-2.310580e-03
(11#)41,95467,2.446013,95857,2.456837,-4.415398e-03
(11#)83/2,96361,2.470995,97007,2.457739,5.379082e-03
(11#)42,97684,2.508166,98143,2.458624,1.994996e-02
(11#)85/2,98764,2.453349,99317,2.459491,-2.500388e-03
(11#)43,99581,2.468655,100483,2.460347,3.371071e-03
(11#)87/2,101467,2.483060,101627,2.461169,8.855230e-03
(11#)44,102352,2.491281,102793,2.461972,1.183438e-02
(11#)89/2,103214,2.468903,103919,2.462764,2.489626e-03
(11#)45,104056,2.467765,105097,2.463535,1.715572e-03
(13#)7/2,105883,2.452749,106243,2.464292,-4.695109e-03
(11#)46,106298,2.480088,107377,2.465031,6.089660e-03
(11#)93/2,107684,2.498534,108557,2.465770,1.320003e-02
(11#)47,109717,2.499467,109721,2.466462,1.329277e-02
(11#)95/2,110281,2.415536,110879,2.467164,-2.114810e-02
(11#)48,111058,2.464714,112031,2.467833,-1.264661e-03
(11#)97/2,112681,2.478536,113189,2.468511,4.052928e-03
(11#)49,113389,2.460935,114343,2.469157,-3.335438e-03
(11#)99/2,115426,2.500222,115499,2.469796,1.224397e-02
(11#)50,116371,2.460027,116639,2.470413,-4.213018e-03
(11#)101/2,116728,2.402456,117809,2.471018,-2.813866e-02
(11#)51,118894,2.444233,118931,2.471614,-1.114001e-02
(11#)103/2,119458,2.462122,120103,2.472201,-4.085267e-03
(13#)4,121234,2.463828,121271,2.472776,-3.625168e-03
(11#)105/2,121612,2.502568,122401,2.473341,1.174754e-02
(11#)53,123059,2.504951,123583,2.473895,1.247534e-02
(11#)107/2,124447,2.517146,124739,2.474434,1.711404e-02
(11#)54,125479,2.491172,125887,2.474966,6.526624e-03
(11#)109/2,126397,2.546025,127037,2.475481,2.809860e-02
(11#)55,127189,2.428594,128203,2.475989,-1.932742e-02
(11#)111/2,129263,2.490514,129347,2.476493,5.645668e-03
(11#)56,130307,2.503745,130513,2.476980,1.074753e-02
(11#)113/2,131641,2.512217,131072,2.477461,1.393138e-02
(11#)57,131888,2.478781,132817,2.477932,3.425657e-04
(11#)115/2,133174,2.475614,133979,2.478398,-1.123938e-03
(11#)58,134087,2.503206,135131,2.478850,9.777567e-03
(13#)9/2,135802,2.501586,136277,2.479300,8.948668e-03
(11#)59,136649,2.492808,137443,2.479736,5.257683e-03
(11#)119/2,137587,2.515309,138599,2.480161,1.407218e-02
(11#)60,139511,2.466330,139753,2.480589,-5.764816e-03
(11#)121/2,140009,2.495139,140909,2.480997,5.683944e-03
(11#)61,141676,2.498497,142061,2.481408,6.863210e-03
(11#)123/2,142258,2.505830,143197,2.481800,9.635914e-03
(11#)62,143896,2.509536,144349,2.482197,1.095382e-02
(11#)125/2,145144,2.491578,145517,2.482576,3.619514e-03
(11#)63,146176,2.504029,146683,2.482952,8.452860e-03
(11#)127/2,147401,2.521313,147827,2.483328,1.518020e-02
(11#)64,148696,2.533538,148991,2.483690,1.987139e-02
(11#)129/2,149846,2.509766,150131,2.484044,1.030164e-02
(13#)5,150292,2.507348,151303,2.484394,9.196854e-03
(11#)131/2,151909,2.518866,152459,2.484748,1.363755e-02
(11#)66,152914,2.505061,153611,2.485078,8.009038e-03
(11#)133/2,154702,2.506776,154769,2.485411,8.559427e-03
(11#)67,155816,2.502854,155921,2.485741,6.860877e-03
(11#)135/2,156007,2.496651,157061,2.486079,4.243463e-03
(11#)68,157901,2.486203,158233,2.486373,-6.837502e-05
(11#)137/2,158419,2.533724,159389,2.486684,1.874006e-02
(11#)69,159407,2.542242,160541,2.486989,2.197363e-02
(11#)139/2,161659,2.491347,161683,2.487287,1.630970e-03
(11#)70,162353,2.507294,162853,2.487583,7.892528e-03
(11#)141/2,163297,2.519915,163997,2.487868,1.279905e-02
(11#)71,164954,2.477786,165161,2.488151,-4.174445e-03
(13#)11/2,165701,2.520785,166319,2.488432,1.291757e-02
(11#)72,166351,2.526473,167471,2.488711,1.505935e-02
(11#)145/2,167809,2.490909,168629,2.488974,7.771267e-04
(11#)73,168814,2.509419,169783,2.489237,8.075014e-03
(11#)147/2,170539,2.495056,170927,2.489499,2.229688e-03
(11#)74,171694,2.497959,172093,2.489756,3.289285e-03
(11#)149/2,172849,2.504239,173249,2.490005,5.700177e-03
(11#)75,174214,2.457750,174389,2.490253,-1.313801e-02
(11#)151/2,174814,2.514062,175543,2.490494,9.418687e-03
(11#)76,176551,2.496728,176713,2.490735,2.403227e-03
(11#)153/2,177841,2.524335,177841,2.490972,1.330467e-02
(11#)77,178898,2.502055,179021,2.491199,4.348274e-03
(11#)155/2,179083,2.529322,180179,2.491424,1.509685e-02
(13#)6,180379,2.501151,181303,2.491646,3.807490e-03
(11#)157/2,181919,2.535068,182489,2.491870,1.718703e-02
(11#)79,182519,2.515243,183637,2.492082,9.250913e-03
(11#)159/2,184696,2.506373,184777,2.492294,5.633117e-03
(11#)80,185578,2.512282,185951,2.492502,7.904478e-03
(11#)161/2,187024,2.533868,187091,2.492703,1.637933e-02
(11#)81,187471,2.522543,188261,2.492903,1.181962e-02
(11#)163/2,189094,2.510677,189407,2.493102,7.024720e-03
(11#)82,189817,2.521375,190573,2.493295,1.119926e-02
(11#)165/2,191626,2.523077,191717,2.493485,1.179786e-02
(11#)83,191768,2.509171,192883,2.493674,6.195295e-03
(11#)167/2,193639,2.501153,194027,2.493856,2.921719e-03
(11#)84,194767,2.519507,195193,2.494040,1.015936e-02
(13#)13/2,195751,2.518018,196337,2.494215,9.498034e-03
(11#)85,197402,2.512439,197479,2.494393,7.208581e-03
(11#)171/2,198046,2.523633,198659,2.494561,1.158677e-02
(11#)86,199021,2.495353,199813,2.494732,2.488936e-04
(11#)173/2,200899,2.517394,200929,2.494896,8.977194e-03
(11#)87,201904,2.515768,202121,2.495058,8.266149e-03
(11#)175/2,203128,2.520731,203279,2.495218,1.017284e-02
(11#)88,203417,2.508934,204431,2.495378,5.417741e-03
(11#)177/2,204928,2.464243,205589,2.495531,-1.261687e-02
(11#)89,205924,2.529874,206699,2.495683,1.360706e-02
(11#)179/2,206984,2.513240,207877,2.495832,6.950617e-03
(11#)90,208129,2.513207,209039,2.495980,6.878189e-03
(11#)181/2,209362,2.520880,210209,2.496122,9.869719e-03
(13#)7,210557,2.506060,211349,2.496265,3.916184e-03
(11#)183/2,211459,2.494267,212507,2.496402,-8.555968e-04
(11#)92,212644,2.547725,213659,2.496543,2.029383e-02
(11#)185/2,213784,2.541986,214817,2.496677,1.798502e-02
(11#)93,215854,2.563496,215983,2.496803,2.636084e-02
(11#)187/2,216917,2.525146,217121,2.496937,1.123410e-02
(11#)94,217697,2.481485,218287,2.497062,-6.257669e-03
(11#)189/2,219311,2.546183,219437,2.497191,1.942887e-02
(11#)95,220453,2.532386,220589,2.497306,1.394939e-02
(11#)191/2,221332,2.526687,221747,2.497427,1.164796e-02
(11#)96,222634,2.538822,222913,2.497546,1.639154e-02
(11#)193/2,223469,2.547178,224069,2.497660,1.963179e-02
(11#)97,225002,2.551522,225223,2.497773,2.129051e-02
(13#)15/2,225892,2.548480,226379,2.497885,2.005273e-02
(11#)98,227251,2.549104,227533,2.497994,2.025392e-02
(11#)197/2,228097,2.525164,228677,2.498102,1.077477e-02
(11#)99,229234,2.519971,229841,2.498208,8.673719e-03
(11#)199/2,230848,2.518411,230999,2.498310,8.013644e-03
(11#)100,231643,2.524351,232153,2.498411,1.032907e-02
(11#)201/2,232189,2.532524,233297,2.498511,1.352148e-02
(11#)101,233978,2.534564,234463,2.498608,1.428785e-02
(11#)203/2,235028,2.506846,235607,2.498703,3.253592e-03
(11#)102,236092,2.538865,236773,2.498797,1.590771e-02
(11#)205/2,237883,2.566648,237929,2.498888,2.675493e-02
(11#)103,238892,2.539570,239081,2.498980,1.611213e-02
(11#)207/2,239857,2.497741,240209,2.499066,-5.303387e-04
(13#)8,241393,2.514952,241393,2.499154,6.301443e-03
(11#)209/2,242119,2.534017,242533,2.499239,1.381951e-02
(11#)105,243043,2.536059,243703,2.499319,1.459301e-02
(11#)211/2,243736,2.522425,244859,2.499401,9.169637e-03
(11#)106,245587,2.544113,246011,2.499480,1.769935e-02
(11#)213/2,246518,2.561050,247141,2.499558,2.430341e-02
(11#)107,247868,2.534405,248323,2.499634,1.381457e-02
(11#)215/2,248867,2.548208,249463,2.499710,1.921564e-02
(11#)108,249512,2.527815,250619,2.499782,1.115177e-02
(11#)217/2,251081,2.534266,251789,2.499852,1.367252e-02
(11#)109,252071,2.523456,252937,2.499922,9.369859e-03
(11#)219/2,253741,2.514393,254083,2.499990,5.744691e-03
(11#)110,255214,2.528919,255253,2.500057,1.147841e-02
(17#)/2,259801,2.503359,262144,2.500121,1.294299e-03
(13#)9,272794,2.510783,285283,2.500836,3.969581e-03
(13#)19/2,285424,2.505523,300299,2.501333,1.673705e-03
(13#)10,303904,2.513081,315313,2.501639,4.563373e-03
(13#)21/2,324223,2.512902,330329,2.501779,4.436182e-03
(13#)11,340261,2.521429,345329,2.501633,7.882086e-03
(13#)23/2,354971,2.521369,360337,2.501378,7.960228e-03
(13#)12,366794,2.499164,375373,2.501016,-7.407734e-04
(13#)25/2,386068,2.523716,390389,2.500559,9.218112e-03
(13#)13,401509,2.524416,405401,2.500015,9.713017e-03
(13#)27/2,414448,2.520611,420419,2.499390,8.454630e-03
(13#)14,431146,2.523703,435427,2.498693,9.959472e-03
(13#)29/2,448444,2.521152,450431,2.497927,9.254752e-03
(13#)15,463549,2.513127,465463,2.497096,6.399338e-03
(13#)31/2,467009,2.541140,480463,2.496209,1.783962e-02
(13#)16,488339,2.536748,495491,2.495264,1.648841e-02
(13#)33/2,498436,2.527659,510481,2.494270,1.329748e-02
(17#),515611,2.539315,524288,2.493223,1.831811e-02
(13#)35/2,535858,2.540830,540539,2.492131,1.935263e-02
(13#)18,548461,2.531963,555523,2.490997,1.631186e-02
(13#)37/2,569077,2.543991,570569,2.489817,2.152489e-02
(13#)19,571262,2.550486,585581,2.488599,2.456403e-02
(13#)39/2,588338,2.563074,600577,2.487344,2.999184e-02
(13#)20,612022,2.551653,615607,2.486049,2.604668e-02
(13#)41/2,621472,2.552996,630613,2.484721,2.710719e-02
(13#)21,633967,2.541689,645641,2.483357,2.321755e-02
(13#)43/2,656629,2.539026,660659,2.481960,2.273197e-02
(13#)22,674719,2.554681,675643,2.481359,2.912097e-02
(13#)45/2,686398,2.527108,690689,2.483072,1.757906e-02
(13#)23,703568,2.559020,705689,2.485936,2.897512e-02
(13#)47/2,713309,2.554701,720703,2.488687,2.617993e-02
(13#)24,733528,2.558252,735733,2.491340,2.650349e-02
(13#)49/2,748691,2.568782,750749,2.493889,2.958852e-02
(13#)25,758411,2.555201,765763,2.496352,2.330042e-02
(17#)3/2,770558,2.532269,780733,2.498721,1.333674e-02
(13#)26,787162,2.561586,795793,2.501013,2.393075e-02
